	#node1	node2	node1_string_id	node2_string_id	combined_score
26771	IQSEC1	CALM2	9606.ENSP00000480301	9606.ENSP00000499797	0.9
26772	TUBB	CCT4	9606.ENSP00000339001	9606.ENSP00000377958	0.9
26773	DEFA3	DEFA1	9606.ENSP00000328359	9606.ENSP00000372139	0.9
26774	H2BC4	H2BC8	9606.ENSP00000321744	9606.ENSP00000445633	0.9
26775	H2BC4	H2BC10	9606.ENSP00000321744	9606.ENSP00000366962	0.9
26776	H2BC4	H2BC7	9606.ENSP00000321744	9606.ENSP00000348924	0.917
26777	H2BC4	H2BC6	9606.ENSP00000321744	9606.ENSP00000489317	0.9
26778	H2BC4	SMARCB1	9606.ENSP00000321744	9606.ENSP00000340883	0.9
26779	RAB7A	RUBCN	9606.ENSP00000265062	9606.ENSP00000296343	0.909
26780	MCM2	H3C6	9606.ENSP00000265056	9606.ENSP00000489282	0.9
26781	MCM2	H3C15	9606.ENSP00000265056	9606.ENSP00000385479	0.9
26782	MCM2	H4C11	9606.ENSP00000265056	9606.ENSP00000347168	0.9
26783	MCM2	H3C4	9606.ENSP00000265056	9606.ENSP00000366999	0.9
26784	MCM2	H4C15	9606.ENSP00000265056	9606.ENSP00000462355	0.9
26785	MCM2	H4C5	9606.ENSP00000265056	9606.ENSP00000484789	0.9
26786	MCM2	H4C8	9606.ENSP00000265056	9606.ENSP00000489236	0.9
26787	MCM2	H4C14	9606.ENSP00000265056	9606.ENSP00000462667	0.9
26788	MCM2	H4C1	9606.ENSP00000265056	9606.ENSP00000479106	0.9
26789	MCM2	H3-3A	9606.ENSP00000265056	9606.ENSP00000355780	0.9
26790	MCM2	H4C4	9606.ENSP00000265056	9606.ENSP00000479461	0.9
26791	HSPA1A	FAF1	9606.ENSP00000364802	9606.ENSP00000379457	0.9
26792	IMP4	RPS28	9606.ENSP00000259239	9606.ENSP00000472469	0.9
26793	IMP4	RPS9	9606.ENSP00000259239	9606.ENSP00000375632	0.916
26794	IMP4	RPS16	9606.ENSP00000259239	9606.ENSP00000367806	0.9
26795	IMP4	RPS24	9606.ENSP00000259239	9606.ENSP00000414321	0.9
26796	IMP4	RPS3A	9606.ENSP00000259239	9606.ENSP00000346050	0.9
26797	IMP4	RPS8	9606.ENSP00000259239	9606.ENSP00000379888	0.9
26798	IMP4	RPS18	9606.ENSP00000259239	9606.ENSP00000393241	0.9
26799	IMP4	RPS11	9606.ENSP00000259239	9606.ENSP00000270625	0.9
26800	EIF3A	RPS18	9606.ENSP00000358140	9606.ENSP00000393241	0.9
26801	H2BC21	H2BC8	9606.ENSP00000358151	9606.ENSP00000445633	0.9
26802	H2BC21	H2BC6	9606.ENSP00000358151	9606.ENSP00000489317	0.908
26803	H2BC21	H2BC10	9606.ENSP00000358151	9606.ENSP00000366962	0.9
26804	H2BC21	UBB	9606.ENSP00000358151	9606.ENSP00000478771	0.9
26805	H2AC18	H2AC19	9606.ENSP00000358155	9606.ENSP00000475814	0.9
26806	GYPC	HLA-A	9606.ENSP00000259254	9606.ENSP00000379873	0.9
26807	CALM2	SNCA	9606.ENSP00000499797	9606.ENSP00000500990	0.9
26808	H3C10	H3C8	9606.ENSP00000358160	9606.ENSP00000484638	0.9
26809	H3C10	UHRF1	9606.ENSP00000358160	9606.ENSP00000479617	0.9
26810	H3C10	BRPF1	9606.ENSP00000358160	9606.ENSP00000373340	0.9
26811	H3C10	HDGFL2	9606.ENSP00000358160	9606.ENSP00000483345	0.9
26812	H3C10	H3C6	9606.ENSP00000358160	9606.ENSP00000489282	0.9
26813	H3C10	H3C2	9606.ENSP00000358160	9606.ENSP00000484841	0.921
26814	H3C10	SPIN1	9606.ENSP00000358160	9606.ENSP00000365019	0.9
26815	H3C10	H3C11	9606.ENSP00000358160	9606.ENSP00000483283	0.9
26816	H3C10	TP53BP1	9606.ENSP00000358160	9606.ENSP00000371475	0.905
26817	H3C10	H3C3	9606.ENSP00000358160	9606.ENSP00000484658	0.9
26818	H3C10	H3C4	9606.ENSP00000358160	9606.ENSP00000366999	0.9
26819	H3C10	H3C1	9606.ENSP00000358160	9606.ENSP00000480826	0.9
26820	H3C10	H3C7	9606.ENSP00000358160	9606.ENSP00000484095	0.9
26821	H3C10	ING4	9606.ENSP00000358160	9606.ENSP00000380024	0.904
26822	SMARCB1	H2BC8	9606.ENSP00000340883	9606.ENSP00000445633	0.9
26823	SMARCB1	H2BC6	9606.ENSP00000340883	9606.ENSP00000489317	0.9
26824	SMARCB1	H2BC10	9606.ENSP00000340883	9606.ENSP00000366962	0.9
26825	SMARCB1	H2BC7	9606.ENSP00000340883	9606.ENSP00000348924	0.9
26826	H2BC13	HLA-DRA	9606.ENSP00000366618	9606.ENSP00000378786	0.9
26827	LSP1	HLA-A	9606.ENSP00000371194	9606.ENSP00000379873	0.9
26828	CDK2	SUN1	9606.ENSP00000266970	9606.ENSP00000384015	0.937
26829	HLA-B	HNRNPC	9606.ENSP00000399168	9606.ENSP00000451291	0.9
26830	RPL8	RPS15A	9606.ENSP00000262584	9606.ENSP00000318646	0.9
26831	PHF10	H4C8	9606.ENSP00000341805	9606.ENSP00000489236	0.9
26832	PHF10	H4C15	9606.ENSP00000341805	9606.ENSP00000462355	0.9
26833	PHF10	H4C5	9606.ENSP00000341805	9606.ENSP00000484789	0.9
26834	PHF10	H4C4	9606.ENSP00000341805	9606.ENSP00000479461	0.9
26835	PHF10	H4C2	9606.ENSP00000341805	9606.ENSP00000366974	0.9
26836	PHF10	H4C3	9606.ENSP00000341805	9606.ENSP00000367034	0.9
26837	PHF10	H4C13	9606.ENSP00000341805	9606.ENSP00000480960	0.9
26838	PHF10	H4C1	9606.ENSP00000341805	9606.ENSP00000479106	0.9
26839	PHF10	H4C14	9606.ENSP00000341805	9606.ENSP00000462667	0.9
26840	PHF10	H4C9	9606.ENSP00000341805	9606.ENSP00000481486	0.9
26841	PHF10	H4C11	9606.ENSP00000341805	9606.ENSP00000347168	0.9
26842	PHF10	H4C12	9606.ENSP00000341805	9606.ENSP00000479794	0.9
26843	H2AC15	H2AC16	9606.ENSP00000482431	9606.ENSP00000482538	0.9
26844	H2AC15	H2AC4	9606.ENSP00000482431	9606.ENSP00000483842	0.9
26845	BIRC7	UBA52	9606.ENSP00000217169	9606.ENSP00000388107	0.9
26846	BIRC7	UBB	9606.ENSP00000217169	9606.ENSP00000478771	0.9
26847	AMFR	UBA52	9606.ENSP00000290649	9606.ENSP00000388107	0.9
26848	AMFR	UBB	9606.ENSP00000290649	9606.ENSP00000478771	0.9
26849	DEFA1B	DEFA1	9606.ENSP00000372136	9606.ENSP00000372139	0.9
26850	TRIM33	H3C11	9606.ENSP00000351250	9606.ENSP00000483283	0.9
26851	TRIM33	H3C2	9606.ENSP00000351250	9606.ENSP00000484841	0.9
26852	TRIM33	H3C10	9606.ENSP00000351250	9606.ENSP00000358160	0.9
26853	TRIM33	H3C1	9606.ENSP00000351250	9606.ENSP00000480826	0.9
26854	TRIM33	H3C4	9606.ENSP00000351250	9606.ENSP00000366999	0.9
26855	TRIM33	H3C7	9606.ENSP00000351250	9606.ENSP00000484095	0.9
26856	TRIM33	H3C8	9606.ENSP00000351250	9606.ENSP00000484638	0.9
26857	TRIM33	H3-3A	9606.ENSP00000351250	9606.ENSP00000355780	0.9
26858	TRIM33	H3C6	9606.ENSP00000351250	9606.ENSP00000489282	0.9
26859	TRIM33	H3C3	9606.ENSP00000351250	9606.ENSP00000484658	0.9
26860	TRIM33	H3C15	9606.ENSP00000351250	9606.ENSP00000385479	0.9
26861	TRIM33	H3C12	9606.ENSP00000351250	9606.ENSP00000352252	0.978
26862	FCGRT	IGLL5	9606.ENSP00000410798	9606.ENSP00000431254	0.9
26863	DAXX	H3C15	9606.ENSP00000266000	9606.ENSP00000385479	0.9
26864	DAXX	H3-3A	9606.ENSP00000266000	9606.ENSP00000355780	0.9
26865	DAXX	H4C4	9606.ENSP00000266000	9606.ENSP00000479461	0.9
26866	DAXX	H4C8	9606.ENSP00000266000	9606.ENSP00000489236	0.9
26867	DAXX	H4C5	9606.ENSP00000266000	9606.ENSP00000484789	0.9
26868	DAXX	H4C15	9606.ENSP00000266000	9606.ENSP00000462355	0.9
26869	DAXX	H4C1	9606.ENSP00000266000	9606.ENSP00000479106	0.9
26870	RPS4X	RPL35A	9606.ENSP00000362744	9606.ENSP00000495672	0.899
26871	USP21	UBB	9606.ENSP00000356981	9606.ENSP00000478771	0.9
26872	USP21	UBA52	9606.ENSP00000356981	9606.ENSP00000388107	0.9
26873	SYF2	DHX38	9606.ENSP00000236273	9606.ENSP00000268482	0.9
26874	VRK1	H2AC16	9606.ENSP00000216639	9606.ENSP00000482538	0.9
26875	VRK1	H2BC10	9606.ENSP00000216639	9606.ENSP00000366962	0.9
26876	VRK1	H2BC7	9606.ENSP00000216639	9606.ENSP00000348924	0.9
26877	VRK1	H2AC17	9606.ENSP00000216639	9606.ENSP00000352627	0.9
26878	VRK1	H2BC6	9606.ENSP00000216639	9606.ENSP00000489317	0.9
26879	VRK1	H2AC15	9606.ENSP00000216639	9606.ENSP00000482431	0.9
26880	VRK1	H2AC13	9606.ENSP00000216639	9606.ENSP00000351589	0.9
26881	VRK1	H2AC11	9606.ENSP00000216639	9606.ENSP00000352119	0.9
26882	UHRF1	H3C6	9606.ENSP00000479617	9606.ENSP00000489282	0.9
26883	UHRF1	H3C3	9606.ENSP00000479617	9606.ENSP00000484658	0.9
26884	UHRF1	H3C7	9606.ENSP00000479617	9606.ENSP00000484095	0.9
26885	UHRF1	H3C11	9606.ENSP00000479617	9606.ENSP00000483283	0.9
26886	UHRF1	H3C8	9606.ENSP00000479617	9606.ENSP00000484638	0.9
26887	UHRF1	H3C2	9606.ENSP00000479617	9606.ENSP00000484841	0.9
26888	H3C15	HDGFL2	9606.ENSP00000385479	9606.ENSP00000483345	0.9
26889	H3C15	UHRF1	9606.ENSP00000385479	9606.ENSP00000479617	0.9
26890	H4C11	BRD2	9606.ENSP00000347168	9606.ENSP00000378702	0.907
26891	H4C11	TP53BP1	9606.ENSP00000347168	9606.ENSP00000371475	0.9
26892	DNMT1	H3C8	9606.ENSP00000352516	9606.ENSP00000484638	0.9
26893	DNMT1	H3C10	9606.ENSP00000352516	9606.ENSP00000358160	0.9
26894	DNMT1	H3C7	9606.ENSP00000352516	9606.ENSP00000484095	0.9
26895	DNMT1	H3C15	9606.ENSP00000352516	9606.ENSP00000385479	0.9
26896	DNMT1	H3C3	9606.ENSP00000352516	9606.ENSP00000484658	0.9
26897	DNMT1	H3C6	9606.ENSP00000352516	9606.ENSP00000489282	0.9
26898	DNMT1	H3C4	9606.ENSP00000352516	9606.ENSP00000366999	0.9
26899	DNMT1	UBC	9606.ENSP00000352516	9606.ENSP00000441543	0.9
26900	DNMT1	H3C2	9606.ENSP00000352516	9606.ENSP00000484841	0.9
26901	DNMT1	H3C11	9606.ENSP00000352516	9606.ENSP00000483283	0.9
26902	RPS15A	RPL35A	9606.ENSP00000318646	9606.ENSP00000495672	0.9
26903	SRRM1	SF3B5	9606.ENSP00000326261	9606.ENSP00000356541	0.9
26904	CEP250	FKBP1A	9606.ENSP00000380661	9606.ENSP00000383003	0.9
26905	PICALM	UBA52	9606.ENSP00000377015	9606.ENSP00000388107	0.9
26906	PICALM	UBB	9606.ENSP00000377015	9606.ENSP00000478771	0.9
26907	PICALM	UBC	9606.ENSP00000377015	9606.ENSP00000441543	0.9
26908	HLA-DRB1	ENO1	9606.ENSP00000353099	9606.ENSP00000495530	0.9
26909	HLA-DRB1	H2BC13	9606.ENSP00000353099	9606.ENSP00000366618	0.9
26910	SPIN1	H3C8	9606.ENSP00000365019	9606.ENSP00000484638	0.9
26911	SPIN1	H3C2	9606.ENSP00000365019	9606.ENSP00000484841	0.9
26912	SPIN1	H3C3	9606.ENSP00000365019	9606.ENSP00000484658	0.9
26913	SPIN1	H3C15	9606.ENSP00000365019	9606.ENSP00000385479	0.9
26914	SPIN1	H3C4	9606.ENSP00000365019	9606.ENSP00000366999	0.9
26915	SPIN1	H3C7	9606.ENSP00000365019	9606.ENSP00000484095	0.9
26916	SPIN1	H3C1	9606.ENSP00000365019	9606.ENSP00000480826	0.9
26917	SPIN1	H3C6	9606.ENSP00000365019	9606.ENSP00000489282	0.9
26918	SPIN1	H3C11	9606.ENSP00000365019	9606.ENSP00000483283	0.9
26919	H2AC20	H2AC19	9606.ENSP00000332194	9606.ENSP00000475814	0.9
26920	MDM4	UBB	9606.ENSP00000356150	9606.ENSP00000478771	0.9
26921	MDM4	UBA52	9606.ENSP00000356150	9606.ENSP00000388107	0.9
26922	RLIM	UBB	9606.ENSP00000328059	9606.ENSP00000478771	0.9
26923	RRP7A	RPS28	9606.ENSP00000321449	9606.ENSP00000472469	0.9
26924	RRP7A	RPS16	9606.ENSP00000321449	9606.ENSP00000367806	0.9
26925	RRP7A	RPS8	9606.ENSP00000321449	9606.ENSP00000379888	0.9
26926	TPI1	HLA-DRB1	9606.ENSP00000229270	9606.ENSP00000353099	0.9
26927	TPI1	HLA-DRA	9606.ENSP00000229270	9606.ENSP00000378786	0.9
26928	TNFRSF10B	IGLL5	9606.ENSP00000276431	9606.ENSP00000431254	0.9
26929	PRMT5	H4C14	9606.ENSP00000319169	9606.ENSP00000462667	0.9
26930	PRMT5	H4C11	9606.ENSP00000319169	9606.ENSP00000347168	0.9
26931	PRMT5	H4C9	9606.ENSP00000319169	9606.ENSP00000481486	0.9
26932	PRMT5	H4C2	9606.ENSP00000319169	9606.ENSP00000366974	0.9
26933	PRMT5	H4C3	9606.ENSP00000319169	9606.ENSP00000367034	0.9
26934	PRMT5	H4C4	9606.ENSP00000319169	9606.ENSP00000479461	0.9
26935	PRMT5	H4C5	9606.ENSP00000319169	9606.ENSP00000484789	0.9
26936	PRMT5	H4C15	9606.ENSP00000319169	9606.ENSP00000462355	0.9
26937	PRMT5	H4C8	9606.ENSP00000319169	9606.ENSP00000489236	0.9
26938	PRMT5	H4C1	9606.ENSP00000319169	9606.ENSP00000479106	0.9
26939	PRMT5	H4C12	9606.ENSP00000319169	9606.ENSP00000479794	0.9
26940	PRMT5	H4C13	9606.ENSP00000319169	9606.ENSP00000480960	0.9
26941	SNRPA1	DHX38	9606.ENSP00000254193	9606.ENSP00000268482	0.9
26942	BPTF	H3C3	9606.ENSP00000307208	9606.ENSP00000484658	0.9
26943	BPTF	H3C6	9606.ENSP00000307208	9606.ENSP00000489282	0.9
26944	BPTF	H3-3A	9606.ENSP00000307208	9606.ENSP00000355780	0.902
26945	BPTF	H3C11	9606.ENSP00000307208	9606.ENSP00000483283	0.9
26946	BPTF	H3C2	9606.ENSP00000307208	9606.ENSP00000484841	0.9
26947	BPTF	H3C8	9606.ENSP00000307208	9606.ENSP00000484638	0.9
26948	BPTF	H3C7	9606.ENSP00000307208	9606.ENSP00000484095	0.9
26949	BPTF	H3C4	9606.ENSP00000307208	9606.ENSP00000366999	0.9
26950	BPTF	H3C10	9606.ENSP00000307208	9606.ENSP00000358160	0.9
26951	BPTF	H3C15	9606.ENSP00000307208	9606.ENSP00000385479	0.9
26952	ARHGAP21	ARF1	9606.ENSP00000379709	9606.ENSP00000440005	0.957
26953	H2AC17	H2AC4	9606.ENSP00000352627	9606.ENSP00000483842	0.9
26954	H2AC17	H2AC16	9606.ENSP00000352627	9606.ENSP00000482538	0.9
26955	H2AC17	H2AC6	9606.ENSP00000352627	9606.ENSP00000367022	0.9
26956	H2AC17	H2AC12	9606.ENSP00000352627	9606.ENSP00000366679	0.9
26957	H2AC17	H2AC15	9606.ENSP00000352627	9606.ENSP00000482431	0.9
26958	H3C7	H3C3	9606.ENSP00000484095	9606.ENSP00000484658	0.9
26959	H3C7	H3C2	9606.ENSP00000484095	9606.ENSP00000484841	0.921
26960	H3C7	H3C8	9606.ENSP00000484095	9606.ENSP00000484638	0.9
26961	H3C7	H3C6	9606.ENSP00000484095	9606.ENSP00000489282	0.9
26962	PA2G4	RPL31	9606.ENSP00000302886	9606.ENSP00000386717	0.9
26963	CREBBP	H4C15	9606.ENSP00000262367	9606.ENSP00000462355	0.9
26964	CREBBP	H4C1	9606.ENSP00000262367	9606.ENSP00000479106	0.9
26965	CREBBP	H4C8	9606.ENSP00000262367	9606.ENSP00000489236	0.9
26966	CREBBP	H4C5	9606.ENSP00000262367	9606.ENSP00000484789	0.9
26967	CREBBP	H3C13	9606.ENSP00000262367	9606.ENSP00000333277	0.9
26968	CREBBP	H3C7	9606.ENSP00000262367	9606.ENSP00000484095	0.9
26969	CREBBP	H3C6	9606.ENSP00000262367	9606.ENSP00000489282	0.9
26970	CREBBP	H4C9	9606.ENSP00000262367	9606.ENSP00000481486	0.9
26971	CREBBP	H4C11	9606.ENSP00000262367	9606.ENSP00000347168	0.9
26972	CREBBP	H3C8	9606.ENSP00000262367	9606.ENSP00000484638	0.9
26973	CREBBP	H3C10	9606.ENSP00000262367	9606.ENSP00000358160	0.9
26974	CREBBP	H3C12	9606.ENSP00000262367	9606.ENSP00000352252	0.9
26975	CREBBP	H3C2	9606.ENSP00000262367	9606.ENSP00000484841	0.9
26976	CREBBP	H3C3	9606.ENSP00000262367	9606.ENSP00000484658	0.9
26977	CREBBP	H3C15	9606.ENSP00000262367	9606.ENSP00000385479	0.9
26978	CREBBP	H4C12	9606.ENSP00000262367	9606.ENSP00000479794	0.9
26979	CREBBP	H3C11	9606.ENSP00000262367	9606.ENSP00000483283	0.9
26980	CREBBP	H4C3	9606.ENSP00000262367	9606.ENSP00000367034	0.9
26981	CREBBP	H4C2	9606.ENSP00000262367	9606.ENSP00000366974	0.9
26982	CREBBP	H4C4	9606.ENSP00000262367	9606.ENSP00000479461	0.9
26983	CREBBP	H4C14	9606.ENSP00000262367	9606.ENSP00000462667	0.9
26984	CREBBP	H3-3A	9606.ENSP00000262367	9606.ENSP00000355780	0.9
26985	CREBBP	TCF4	9606.ENSP00000262367	9606.ENSP00000381382	0.9
26986	CREBBP	H3C4	9606.ENSP00000262367	9606.ENSP00000366999	0.9
26987	CREBBP	H4C13	9606.ENSP00000262367	9606.ENSP00000480960	0.9
26988	RRP12	RPS17	9606.ENSP00000446184	9606.ENSP00000498019	0.9
26989	RRP12	RPS15	9606.ENSP00000446184	9606.ENSP00000466010	0.9
26990	SNRPF	PRKRIP1	9606.ENSP00000266735	9606.ENSP00000419270	0.9
26991	MSL3	H4C4	9606.ENSP00000312244	9606.ENSP00000479461	0.9
26992	MSL3	H4C2	9606.ENSP00000312244	9606.ENSP00000366974	0.9
26993	MSL3	H4C3	9606.ENSP00000312244	9606.ENSP00000367034	0.9
26994	MSL3	H4C12	9606.ENSP00000312244	9606.ENSP00000479794	0.9
26995	MSL3	H4C14	9606.ENSP00000312244	9606.ENSP00000462667	0.9
26996	MSL3	H4C1	9606.ENSP00000312244	9606.ENSP00000479106	0.9
26997	MSL3	H4C15	9606.ENSP00000312244	9606.ENSP00000462355	0.9
26998	MSL3	H4C11	9606.ENSP00000312244	9606.ENSP00000347168	0.9
26999	MSL3	H4C9	9606.ENSP00000312244	9606.ENSP00000481486	0.9
27000	MSL3	H4C5	9606.ENSP00000312244	9606.ENSP00000484789	0.9
27001	MSL3	H4C8	9606.ENSP00000312244	9606.ENSP00000489236	0.9
27002	MSL3	H4C13	9606.ENSP00000312244	9606.ENSP00000480960	0.9
27003	FBL	RPS23	9606.ENSP00000221801	9606.ENSP00000296674	0.899
27004	CLC	IGLL5	9606.ENSP00000221804	9606.ENSP00000431254	0.9
27005	MRPL3	TUFM	9606.ENSP00000264995	9606.ENSP00000322439	0.9
27006	PSIP1	H3C15	9606.ENSP00000370114	9606.ENSP00000385479	0.9
27007	CYTH3	ARF6	9606.ENSP00000297044	9606.ENSP00000298316	0.949
27008	H4C6	PHF10	9606.ENSP00000244537	9606.ENSP00000341805	0.9
27009	RNF4	UBB	9606.ENSP00000426503	9606.ENSP00000478771	0.9
27010	ATF2	IRF3	9606.ENSP00000264110	9606.ENSP00000471896	0.966
27011	DOT1L	H2BC11	9606.ENSP00000381657	9606.ENSP00000476136	0.913
27012	CD47	IGKV2-28	9606.ENSP00000355361	9606.ENSP00000452662	0.9
27013	GTPBP4	RPL35A	9606.ENSP00000354040	9606.ENSP00000495672	0.9
27014	NAT10	RPS28	9606.ENSP00000257829	9606.ENSP00000472469	0.9
27015	RB1	TP53BP1	9606.ENSP00000267163	9606.ENSP00000371475	0.9
27016	DHX38	BUD31	9606.ENSP00000268482	9606.ENSP00000386023	0.9
27017	DHX38	PLRG1	9606.ENSP00000268482	9606.ENSP00000424417	0.9
27018	TP53BP1	H4C1	9606.ENSP00000371475	9606.ENSP00000479106	0.9
27019	TP53BP1	UBA52	9606.ENSP00000371475	9606.ENSP00000388107	0.9
27020	TP53BP1	H2BC6	9606.ENSP00000371475	9606.ENSP00000489317	0.9
27021	TP53BP1	H3C7	9606.ENSP00000371475	9606.ENSP00000484095	0.905
27022	TP53BP1	H4C9	9606.ENSP00000371475	9606.ENSP00000481486	0.9
27023	TP53BP1	H3C3	9606.ENSP00000371475	9606.ENSP00000484658	0.905
27024	TP53BP1	H4C4	9606.ENSP00000371475	9606.ENSP00000479461	0.9
27025	TP53BP1	H4C8	9606.ENSP00000371475	9606.ENSP00000489236	0.9
27026	TP53BP1	UBB	9606.ENSP00000371475	9606.ENSP00000478771	0.9
27027	TP53BP1	H4C5	9606.ENSP00000371475	9606.ENSP00000484789	0.9
27028	TP53BP1	H4C15	9606.ENSP00000371475	9606.ENSP00000462355	0.9
27029	TP53BP1	H2BC8	9606.ENSP00000371475	9606.ENSP00000445633	0.9
27030	TP53BP1	H3C8	9606.ENSP00000371475	9606.ENSP00000484638	0.905
27031	TP53BP1	H3C6	9606.ENSP00000371475	9606.ENSP00000489282	0.905
27032	TP53BP1	H4C12	9606.ENSP00000371475	9606.ENSP00000479794	0.9
27033	TP53BP1	H3C11	9606.ENSP00000371475	9606.ENSP00000483283	0.905
27034	TP53BP1	H3C2	9606.ENSP00000371475	9606.ENSP00000484841	0.905
27035	TP53BP1	H4C13	9606.ENSP00000371475	9606.ENSP00000480960	0.9
27036	PFDN1	CCT3	9606.ENSP00000261813	9606.ENSP00000295688	0.942
27037	PFDN1	TCP1	9606.ENSP00000261813	9606.ENSP00000317334	0.904
27038	VHL	SMARCA2	9606.ENSP00000256474	9606.ENSP00000371638	0.9
27039	VHL	COPS3	9606.ENSP00000256474	9606.ENSP00000268717	0.9
27040	VHL	SMARCA4	9606.ENSP00000256474	9606.ENSP00000343896	0.9
27041	PSME3IP1	XAB2	9606.ENSP00000335808	9606.ENSP00000351137	0.9
27042	PSME3IP1	PRPF8	9606.ENSP00000335808	9606.ENSP00000460348	0.9
27043	KAT8	KPNA2	9606.ENSP00000406037	9606.ENSP00000438483	0.9
27044	H3C1	H3C8	9606.ENSP00000480826	9606.ENSP00000484638	0.9
27045	H3C1	H3C6	9606.ENSP00000480826	9606.ENSP00000489282	0.9
27046	H3C1	H3C3	9606.ENSP00000480826	9606.ENSP00000484658	0.9
27047	H3C1	H3C2	9606.ENSP00000480826	9606.ENSP00000484841	0.921
27048	H3C1	H3C11	9606.ENSP00000480826	9606.ENSP00000483283	0.9
27049	H3C4	H3C11	9606.ENSP00000366999	9606.ENSP00000483283	0.9
27050	H3C4	H3C2	9606.ENSP00000366999	9606.ENSP00000484841	0.921
27051	H3C4	H3C1	9606.ENSP00000366999	9606.ENSP00000480826	0.9
27052	H3C4	TP53BP1	9606.ENSP00000366999	9606.ENSP00000371475	0.905
27053	H3C4	H3C6	9606.ENSP00000366999	9606.ENSP00000489282	0.9
27054	H3C4	H3C3	9606.ENSP00000366999	9606.ENSP00000484658	0.9
27055	H3C4	BRPF1	9606.ENSP00000366999	9606.ENSP00000373340	0.9
27056	H3C4	HDGFL2	9606.ENSP00000366999	9606.ENSP00000483345	0.9
27057	H3C4	UHRF1	9606.ENSP00000366999	9606.ENSP00000479617	0.9
27058	H3C4	H3C7	9606.ENSP00000366999	9606.ENSP00000484095	0.9
27059	H3C4	ING4	9606.ENSP00000366999	9606.ENSP00000380024	0.904
27060	H3C4	H3C8	9606.ENSP00000366999	9606.ENSP00000484638	0.9
27061	NCSTN	NOTCH1	9606.ENSP00000294785	9606.ENSP00000498587	0.9
27062	SPTAN1	CALM1	9606.ENSP00000487444	9606.ENSP00000499717	0.938
27063	SPTAN1	CALM2	9606.ENSP00000487444	9606.ENSP00000499797	0.938
27064	H4C2	TP53BP1	9606.ENSP00000366974	9606.ENSP00000371475	0.9
27065	H4C2	BRD2	9606.ENSP00000366974	9606.ENSP00000378702	0.907
27066	H2BC10	UBB	9606.ENSP00000366962	9606.ENSP00000478771	0.9
27067	H2BC10	H2BC6	9606.ENSP00000366962	9606.ENSP00000489317	0.9
27068	H2BC10	TP53BP1	9606.ENSP00000366962	9606.ENSP00000371475	0.9
27069	H2BC10	H2BC8	9606.ENSP00000366962	9606.ENSP00000445633	0.9
27070	H2BC10	UBC	9606.ENSP00000366962	9606.ENSP00000441543	0.9
27071	H2BC8	UBB	9606.ENSP00000445633	9606.ENSP00000478771	0.9
27072	H2BC8	H2BC6	9606.ENSP00000445633	9606.ENSP00000489317	0.9
27073	H2AC8	H2AC12	9606.ENSP00000303373	9606.ENSP00000366679	0.9
27074	H2AC8	H2AC17	9606.ENSP00000303373	9606.ENSP00000352627	0.9
27075	H2AC8	H2AC15	9606.ENSP00000303373	9606.ENSP00000482431	0.9
27076	H2AC8	H2AC13	9606.ENSP00000303373	9606.ENSP00000351589	0.9
27077	H2AC8	H2AC16	9606.ENSP00000303373	9606.ENSP00000482538	0.9
27078	SYMPK	SNRPE	9606.ENSP00000245934	9606.ENSP00000400591	0.9
27079	SYMPK	SNRPF	9606.ENSP00000245934	9606.ENSP00000266735	0.9
27080	RNASEH2B	PCNA	9606.ENSP00000337623	9606.ENSP00000368458	0.9
27081	H3C13	SP100	9606.ENSP00000333277	9606.ENSP00000343023	0.9
27082	H3C13	TRIM33	9606.ENSP00000333277	9606.ENSP00000351250	0.962
27083	H3C13	H3C15	9606.ENSP00000333277	9606.ENSP00000385479	0.9
27084	H3C13	ING4	9606.ENSP00000333277	9606.ENSP00000380024	0.926
27085	H3C13	HDGFL2	9606.ENSP00000333277	9606.ENSP00000483345	0.9
27086	H3C13	PSIP1	9606.ENSP00000333277	9606.ENSP00000370114	0.933
27087	H3C13	BRPF1	9606.ENSP00000333277	9606.ENSP00000373340	0.908
27088	RPS23	ETF1	9606.ENSP00000296674	9606.ENSP00000353741	0.9
27089	RPS23	WDR43	9606.ENSP00000296674	9606.ENSP00000384302	0.9
27090	RPS23	NGDN	9606.ENSP00000296674	9606.ENSP00000386134	0.9
27091	RPS23	RRP7A	9606.ENSP00000296674	9606.ENSP00000321449	0.9
27092	RPS23	EIF3A	9606.ENSP00000296674	9606.ENSP00000358140	0.899
27093	H3-3B	TRIM33	9606.ENSP00000254810	9606.ENSP00000351250	0.962
27094	H3-3B	CREBBP	9606.ENSP00000254810	9606.ENSP00000262367	0.9
27095	H3-3B	SPIN1	9606.ENSP00000254810	9606.ENSP00000365019	0.945
27096	H3-3B	SP100	9606.ENSP00000254810	9606.ENSP00000343023	0.9
27097	H3-3B	HDGFL2	9606.ENSP00000254810	9606.ENSP00000483345	0.932
27098	H3-3B	KMT2E	9606.ENSP00000254810	9606.ENSP00000312379	0.9
27099	BUD23	RPS15	9606.ENSP00000401191	9606.ENSP00000466010	0.9
27100	BUD23	RPS5	9606.ENSP00000401191	9606.ENSP00000472985	0.9
27101	BUD23	RRP12	9606.ENSP00000401191	9606.ENSP00000446184	0.9
27102	KMT2E	H3C4	9606.ENSP00000312379	9606.ENSP00000366999	0.9
27103	KMT2E	H3C1	9606.ENSP00000312379	9606.ENSP00000480826	0.9
